0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
4.0,-109.43173064,16.0,172.7390063346367,-6.839483165,3.0369601999316433,1.3115,0.0,0.05777571645833035,3.2991137993819977,7.425355280187953,3.45e-06,3.27841857,-109.43173064,-6.839483165,-2.606489951666667,6.0,6.9e-06,172.7390063346367,0.06779661016949153,8.0,0.025423728813559324,4.0,0.2033898305084746,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0040085782168986,-117.99049851195447,15.010021445542247,183.52039466804945,-7.862110615258719,3.783958087041872,3.2696230895510148,0.0020042891084492975,0.00012118329262419581,4.753052239754957,80.15994414849747,0.010024822969823136,5.672580102721433,-117.99049851195447,-7.862110615258719,-1.3287922993999868,43.91381556833668,0.010024822969823136,183.52039466804945,0.05933901939922415,8.008017156433798,0.11845722728650049,5.995991421783101,0.4745083291827644,1.0020042891084493,0.0,0.0,0.0,0.9979957108915507,0.0,0.0020042891084492975,0.0,0.0,0.0,0.0,0.0020042891084492975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979957108915507,0.0
3.0,-74.38971669771705,10.0,128.06111524399256,-7.438971669771704,4.481489138334341,3.353644060950419,0.0,0.07158337757324473,3.323875168579401,78.0246120770974,0.5923819456417785,2.043573032684744,-74.38971669771705,-7.438971669771704,-2.6924258216255543,5.739279811120062,1.1847572068071697,128.06111524399256,0.0712507629119491,6.0,0.3293056000232181,2.407590023609992,0.1496896574154249,1.5924099763900077,0.0,0.0,0.5924099763900077,0.0,0.0,0.4075900236099923,0.0,0.0,0.0,0.0,0.4075900236099923,0.0,0.0,0.0,0.0,0.0,0.0,0.5924099763900077,0.0,0.0
2.0,-35.13873945,4.0,38.72898005245582,-8.7846848625,2.128161409742348,4.422000000000001,0.0,0.004095599999999422,3.8488730000000153,5.092234666674383,9.95e-06,1.85012653,-35.13873945,-8.7846848625,-1.4687534478566668,187.0,1.99e-05,38.72898005245582,0.0423728813559322,2.0,0.0423728813559322,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.374416031439051,-214.08715582320352,32.4929923772686,375.1984089379999,-6.5698735034459235,3.346740372391041,1.6560272191080083,0.0,0.27433461186125363,4.868638432611453,33.92525373647378,1.1232834460306358,0.5660172211835968,-214.08715582320352,-6.5698735034459235,-2.0376739273720714,23.521022868194194,2.2465949495022617,375.1984089379999,0.06779661016949153,18.9953282515124,0.025423728813559324,5.4976641257562004,0.08888407312526272,4.0,0.0,0.0,0.0,0.6255839685609499,0.0,0.3744160314390501,0.0,0.0,0.0,0.0,0.3744160314390501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6255839685609499,0.0
3.0,-63.8054648774373,9.605370634760572,110.01974799627918,-6.696585399347328,8.094977186680152,2.9267071777872737,0.0,0.04941605606295685,5.998213273323748,43.63894813333647,6.5567132934507165e-06,6.208383184073872,-63.8054648774373,-6.696585399347328,-2.588343928497638,156.10659587103112,1.3050285888463126e-05,110.01974799627918,0.06779661016949153,5.763222380856344,0.1389306147547379,1.9210741269521145,0.1389306147547379,1.9210741269521145,0.0,0.0,0.0,0.0,0.07892587304788545,0.0,0.9210741269521145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210741269521145,0.0,0.0,0.0,0.07892587304788545
3.022273494774485,-95.39798734792502,10.0,131.28085320267778,-9.539798734792502,9.135802188578909,1.3265502545369485,0.0,0.0003080763719689991,13.312065378905835,81.18761416888506,6.508363645882793e-05,7.283532954568772,-95.39798734792502,-9.539798734792502,-1.2719905390526816,160.66589757838273,0.0001300046764058021,131.28085320267778,0.05951079232859734,6.0,0.4764443023973985,2.0,0.47436795966418377,1.9777265052255149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9777265052255149,0.0,0.0,0.0,0.022273494774485147
2.0,-81.57989581,18.0,553.947675400257,-4.532216433888888,5.165007711446178,0.43199999999999994,0.0,0.0,14.735270666666667,24.251003666666666,2.5416666666666667e-05,3.2161825,-81.57989581,-4.532216433888888,-0.7868874505555554,7.0,0.0001525,553.947675400257,0.2796610169491525,12.0,0.4745762711864407,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.406762319260201,-216.88748721814315,32.88114783112242,376.3567041121542,-6.576919976246613,3.4157325793158724,1.6295938327005635,0.0,0.2646923939685617,5.0222791486549845,34.379151618651605,1.2203234262496765,0.6334281775605373,-216.88748721814315,-6.576919976246613,-2.047749372999597,22.356556506632753,2.440673459209334,376.3567041121542,0.06779661016949153,19.25409855408161,0.025423728813559324,5.627049277040806,0.09436649478986464,4.0,0.0,0.0,0.0,0.5932376807397987,0.0,0.40676231926020134,0.0,0.0,0.0,0.0,0.40676231926020134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5932376807397987,0.0
4.0,-167.88216859,24.0,289.44445100057146,-6.995090357916666,2.8435402006727943,1.0805,1.0,0.10981717570831862,5.979243333333333,30.097230666666665,4.87e-05,0.81424264,-167.88216859,-6.995090357916666,-2.486659149900793,4.0,9.74e-05,289.44445100057146,0.06779661016949153,16.0,0.1271186440677966,4.0,0.025423728813559324,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
